country,year,gdp_per_capita,life_expectancy
FRO,2016,56875.2803813296,81.9926829268293
FRO,2017,59387.353086482,82.1439024390244
FRO,2018,62526.4908515743,82.2926829268293
FRO,2019,63067.0695697911,82.4439024390244
FRO,2020,62240.822409175,82.6439024390244
FRO,2021,68749.4005557957,82.8439024390244
FRO,2022,66139.3809716876,82.9439024390244
FRO,2023,71774.3522353393,83.1439024390244
FJI,2015,5097.53106864695,66.48
FJI,2016,5363.79026679243,66.657
FJI,2017,5826.84814459328,67.06
FJI,2018,6085.41979485376,66.965
FJI,2019,5950.82866866702,67.009
FJI,2020,4844.42127154524,66.924
FJI,2021,4696.17103944634,64.904
FJI,2022,5405.03006162671,67.148
FJI,2023,5888.73667332429,67.316
FIN,2015,42560.3456767103,81.4804878048781
FIN,2016,43451.2562442158,81.4292682926829
FIN,2017,46085.0174739036,81.6317073170732
FIN,2018,49654.2497035329,81.7341463414634
FIN,2019,48358.1807773701,81.9829268292683
FIN,2020,48828.6846862799,81.9317073170732
FIN,2021,53099.1351400148,81.8853658536585
FIN,2022,50440.560224974,81.1878048780488
FIN,2023,52821.5114340717,81.6853658536585
FRA,2015,36702.4323733379,82.3219512195122
FRA,2016,37024.2157133669,82.5731707317073
FRA,2017,38687.1626407164,82.5756097560976
FRA,2018,41418.1766484844,82.6756097560976
FRA,2019,40408.2848574751,82.8268292682927
FRA,2020,39169.8606000707,82.1756097560976
FRA,2021,43725.0999521245,82.3243902439024
FRA,2022,41082.8119320747,82.1292682926829
FRA,2023,44690.9345395117,82.9292682926829
PYF,2015,19166.9594761931,82.339
PYF,2016,19690.0775734589,82.555
PYF,2017,20826.9312492172,82.774
PYF,2018,21925.616043938,82.985
PYF,2019,21582.5892046801,83.195
PYF,2020,19966.4838503859,82.459
PYF,2021,21982.9038942614,79.571
PYF,2022,20738.6499971661,83.859
PYF,2023,22774.1418988734,84.07
