,,gdp_per_capita,health_exp_gdp,life_expectancy,infant_mortality,population
MIC,2018,5240.73875711968,5.18980364299016,71.9601326916177,28.4983758303748,5640395313.0
MIC,2019,5310.45350032975,5.24722414101455,72.1896324078539,27.7715279952778,5698868246.0
MIC,2020,5096.7359040376,5.5033139127362,71.5214553857761,27.5158032031332,5753580097.0
MIC,2021,5966.0001578766,5.43298571451409,70.3957107787488,27.0537464985015,5802569225.0
MIC,2022,6205.5459977675,5.27623676497642,72.5175506717212,26.5608532035754,5846790764.0
MIC,2023,6347.75391928371,,72.7431938727471,25.9715849560897,5891444768.0
MIC,2024,6524.2573581605,,,,5939111763.0
NAC,2015,55534.4570291574,16.0336500694088,79.0036254654542,5.7,357583083.0
NAC,2016,56416.7850235092,16.3605276849869,78.8800103845064,5.6,360527592.0
NAC,2017,58555.8897810427,16.3016397152987,78.8688036246685,5.5,363217262.0
NAC,2018,61228.195827322,16.1780628699867,78.9607960728398,5.5,365666028.0
NAC,2019,63306.7999807977,16.2416960315919,79.1334134419141,5.4,367908829.0
NAC,2020,62262.642409838,18.3966978308261,77.4498099795241,5.4,369670740.0
NAC,2021,69412.9137512303,17.1061221251478,76.8657678890549,5.4,370404272.0
NAC,2022,75613.4507146586,16.0873935052985,77.8327679594239,5.4,373018004.0
NAC,2023,79326.9076599571,,78.7328213732191,5.4,376954413.0
NAC,2024,82406.4788664869,,,,381464223.0
INX,2015,,,,,
INX,2016,,,,,
INX,2017,,,,,
INX,2018,,,,,
INX,2019,,,,,
INX,2020,,,,,
INX,2021,,,,,
INX,2022,,,,,
INX,2023,,,,,
INX,2024,,,,,
OED,2015,35772.5321374449,12.2388639455971,79.761947694534,6.58736077281296,1331675197.0
OED,2016,36235.9988250637,12.4023651545069,79.8914226918914,6.39539325628312,1340142055.0
OED,2017,37617.8631046886,12.3563902352114,79.931058371801,6.23747148462924,1348127258.0
OED,2018,39539.1861151287,12.317361471488,80.0281711116686,6.14074210688119,1356470975.0
OED,2019,39718.0136147565,12.5170969953795,80.2450777215729,6.00859311233872,1364155119.0
OED,2020,38704.9773091343,13.9548021437434,78.958047957323,5.9047844584081,1369327995.0
OED,2021,43149.6072484462,13.3825455870966,78.5886217634772,5.80134634820117,1371811773.0
OED,2022,44046.426245598,12.8581997119343,79.5215684599377,5.71264898693856,1379097485.0
OED,2023,46672.5139916762,,80.1615573011432,5.75600195308485,1388472514.0
OED,2024,48454.6975400673,,,,1396914190.0
OSS,2015,10334.0987006005,6.53026808830539,71.4795830574543,30.849368691028,11722398.0
OSS,2016,10776.87092047,6.6594502751401,71.7745690542754,29.6168969010671,11851918.0
OSS,2017,11912.4763555956,6.61573361466654,72.1237658150048,29.0600093221724,11989367.0
OSS,2018,12980.3425379993,6.63280912415293,72.4217850423792,28.1212584629571,12135267.0
OSS,2019,12871.1657622001,6.79197700800766,72.6570116424877,27.6233969304904,12281907.0
OSS,2020,11728.9524519274,7.93783922265748,72.5097097789427,26.9765261074745,12417333.0
OSS,2021,13671.456548983,8.09387882200355,71.7699719301416,26.2418277256097,12541889.0
OSS,2022,14298.1028214028,7.59538348982629,72.9049248661262,25.8597399999,12699005.0
OSS,2023,15151.4664915358,,73.5646945094343,25.2193205602151,12842214.0
OSS,2024,15867.6733515992,,,,12969162.0
PSS,2015,3721.79465162999,4.87321608633675,68.1166096033138,18.8068440189626,2445989.0
PSS,2016,3853.8127301538,4.79693155149397,68.2856508563666,18.9049921468387,2477794.0
PSS,2017,4096.99353767088,4.61764905781976,68.5192875005129,19.0265294711501,2509999.0
PSS,2018,4245.78362603826,5.13239240644297,68.5825887890247,19.1626971843097,2542009.0
PSS,2019,4170.32120953703,5.4208626839502,68.6421578303985,19.3966172462147,2568656.0
PSS,2020,3666.08926363725,6.21384084271434,68.3568108792759,19.4172902530281,2595522.0
PSS,2021,3649.53388709298,7.29417195704484,67.4810209240703,19.3875368754956,2625493.0
PSS,2022,3888.62868011839,5.69865043834882,69.1004348993561,19.2214754830071,2656049.0
PSS,2023,4153.19706628517,,69.2745949035856,18.9596956716323,2689224.0
PSS,2024,4399.41105391407,,,,2722467.0
PST,2015,40767.6732069989,12.7037937355728,80.4400997313335,4.36023997668223,1097890139.0
PST,2016,41511.1088722467,12.8489060470047,80.6112411501517,4.28373268861762,1102966925.0
PST,2017,43134.0864740614,12.8057562327802,80.6650553844053,4.21335019048368,1107161559.0
PST,2018,45528.3268108868,12.7522381022414,80.7442826647034,4.18888249540161,1111377470.0
PST,2019,45864.970468297,12.9551662626736,80.9700933374947,4.1220030933533,1114907717.0
PST,2020,44887.3835189149,14.4439450584228,80.0659140743109,4.10139169008525,1117025276.0
PST,2021,50022.0389228787,13.8579358206883,79.7955815488505,4.09641477391411,1116609473.0
PST,2022,51102.3562661077,13.3619145459507,80.1978532076615,4.09082593379732,1117926537.0
PST,2023,53961.341810452,,80.8228346378274,4.07979128956356,1121892872.0
PST,2024,55865.7865373976,,,,1128430188.0
PRE,2015,1508.88772064734,3.99148242633029,58.93626650033,57.0223617036034,870587800.0
PRE,2016,1307.18884005457,4.31076943120146,59.2363562400827,55.9338259946456,895239872.0
PRE,2017,1327.75746285089,4.16032014694797,59.5402350736624,54.9964859347697,920568701.0
PRE,2018,1439.93370870327,3.85700433189186,60.2074724802348,52.5555184092646,946317177.0
PRE,2019,1476.62187329691,3.88660865732225,60.5568008955552,51.2817838109435,972302503.0
PRE,2020,1320.70911111119,4.42106073375997,60.5012070014439,49.7186076410923,998624261.0
PRE,2021,1412.70908920903,4.58624778178435,60.2752505117259,48.6301223757596,1024960313.0
PRE,2022,1577.71627123527,4.40453866350323,61.3832880029503,48.4289891841862,1051201551.0
PRE,2023,1416.33353040951,,62.1636298902791,45.9338672007582,1078224044.0
PRE,2024,1290.20000126508,,,,1105951788.0
SST,2015,10408.6618377241,6.09743366496784,71.1242805019157,26.4504813165448,18482578.0
SST,2016,10444.2724484059,6.32904773441199,71.3759850327933,25.6454118109054,18671045.0
SST,2017,11271.7930201063,6.35885540612451,71.6556194082548,25.2222340627973,18865506.0
SST,2018,12009.7862050813,6.38847491024979,71.8640735615265,24.5769721875905,19084934.0
SST,2019,11958.5107041682,6.55857530125287,72.0009607335469,24.2966545368129,19293697.0
SST,2020,10699.2911713647,7.60723148624133,71.8255552822673,23.783960174342,19472157.0
SST,2021,12369.0639776112,7.66740724885444,70.7756825891382,23.263921314831,19646549.0
SST,2022,13598.1107991474,6.97269446236539,72.3794678577605,22.8784198884606,19852364.0
SST,2023,14222.966048012,,72.9007197557042,22.3309013559083,20051342.0
SST,2024,15291.69576976,,,,20230689.0
SAS,2015,1570.54142462917,3.51930676428738,69.5110334122263,41.6,1537370078.0
SAS,2016,1722.90703415144,3.42627632541311,69.9184707063298,39.7,1555111864.0
SAS,2017,1956.06707554186,2.92068297911061,70.2904723380061,38.1,1572520427.0
SAS,2018,1988.3663331799,2.8522568100232,70.6523573971364,36.5,1589164714.0
SAS,2019,2067.05975687637,2.92861102715442,70.9975623145981,35.1,1605412986.0
SAS,2020,1957.20343722686,3.26397792686911,70.3622206982499,33.7,1621073417.0
SAS,2021,2273.72055798689,3.2821181510924,67.8215299767513,32.5,1634785356.0
SAS,2022,2385.08341578414,3.26451802514628,72.0115731308447,31.3,1648009565.0
SAS,2023,2532.37560051691,,72.3247648783903,30.2,1662580579.0
SAS,2024,2691.64556264089,,,,1677384532.0
TSA,2015,1570.54142462917,3.51930676428738,69.5110334122263,35.4324201369112,1537370078.0
TSA,2016,1722.90703415144,3.42627632541311,69.9184707063298,33.6197647177214,1555111864.0
TSA,2017,1956.06707554186,2.92068297911061,70.2904723380061,31.9802653204503,1572520427.0
TSA,2018,1988.3663331799,2.8522568100232,70.6523573971364,30.3752175594854,1589164714.0
TSA,2019,2067.05975687637,2.92861102715442,70.9975623145981,28.8626379125237,1605412986.0
TSA,2020,1957.20343722686,3.26397792686911,70.3622206982499,27.4829630315707,1621073417.0
TSA,2021,2273.72055798689,3.2821181510924,67.8215299767513,26.2233648576991,1634785356.0
TSA,2022,2385.08341578414,3.26451802514628,72.0115731308447,25.1760759188118,1648009565.0
TSA,2023,2532.37560051691,,72.3247648783903,24.2308945172015,1662580579.0
TSA,2024,2691.64556264089,,,,1677384532.0
SSF,2015,1635.04422604526,4.98801331717234,59.398721466191,55.2,1025251114.0
SSF,2016,1452.27420076776,5.04112464413143,59.8121001978138,54.0,1052824144.0
SSF,2017,1542.24464874276,5.01528495099955,60.1584015341066,53.0,1080941647.0
SSF,2018,1612.7355316349,4.70597805906596,60.7667275136709,50.6,1109997000.0
SSF,2019,1617.66888069241,4.68527636645713,61.1293218424873,49.4,1139315618.0
SSF,2020,1480.47864226138,5.04436577902093,61.1675270829902,47.8,1169015451.0
SSF,2021,1621.10097013513,5.20576275196705,60.7034363660672,46.8,1199011925.0
SSF,2022,1696.43999286939,5.07480351716063,61.8571795894802,46.5,1229208573.0
SSF,2023,1544.75911473464,,62.6029134885664,44.2,1259902353.0
SSF,2024,1441.32038465812,,,,1291058694.0
SSA,2015,1747.88416619556,5.03579539354746,58.9244569362249,55.9413198513661,921290560.0
SSA,2016,1536.05359120559,5.11546963597073,59.3199433875513,54.8534102683566,946011305.0
SSA,2017,1630.62595897119,5.09682716958533,59.6367115940116,53.9201181447722,971179323.0
SSA,2018,1708.80108637029,4.7757092497546,60.2582610385453,51.5133747061561,997236086.0
SSA,2019,1705.21463047615,4.76522980559181,60.6065912895076,50.2721929589089,1023480610.0
SSA,2020,1544.4411207735,5.14779123579897,60.6222294256854,48.7492824815544,1049999318.0
SSA,2021,1700.42199943914,5.32770890491954,60.1774746494858,47.709939341088,1076774079.0
SSA,2022,1772.65535427221,5.2202508707307,61.2833535992957,47.5482911880344,1103704408.0
SSA,2023,1614.13902501696,,62.0654798813283,45.1384280693628,1131090888.0
SSA,2024,1506.22853698028,,,,1158877573.0
TSS,2015,1635.04422604526,4.98801331717234,59.398721466191,55.2106447453952,1025251114.0
TSS,2016,1452.27420076776,5.04112464413143,59.8121001978138,54.0253732823717,1052824144.0
TSS,2017,1542.24464874276,5.01528495099954,60.1584015341065,53.0002326831677,1080941647.0
TSS,2018,1612.7355316349,4.70597805906596,60.7667275136709,50.6432085680392,1109997000.0
TSS,2019,1617.66888069241,4.68527636645713,61.1293218424873,49.3592659458161,1139315618.0
TSS,2020,1480.47864226138,5.04436577902093,61.1675270829902,47.8405809228252,1169015451.0
TSS,2021,1621.10097013513,5.20576275196704,60.7034363660672,46.7775335569482,1199011925.0
TSS,2022,1696.43999286939,5.07480351716063,61.8571795894802,46.5056199745582,1229208573.0
TSS,2023,1544.75911473464,,62.6029134885664,44.209453036333,1259902353.0
TSS,2024,1441.32038465812,,,,1291058694.0
UMC,2015,7434.5956962152,5.54809942598377,75.1754691734539,13.5,2688052361.0
UMC,2016,7404.71205158264,5.59191206595036,75.3404185539197,12.8,2709558794.0
UMC,2017,8053.63318157659,5.67154091163589,75.4810427213008,12.2,2731375253.0
UMC,2018,8559.82716365995,5.62579524300508,75.8220642064272,12.1,2751833495.0
UMC,2019,8647.39963930799,5.69548445482402,76.029480770985,11.8,2770250954.0
UMC,2020,8334.90582376743,5.9450607413489,75.2315516201179,11.9,2785181241.0
UMC,2021,9905.05583452615,5.80130253492925,74.7276149865895,11.8,2796326198.0
UMC,2022,10310.8668761078,5.63327835699657,76.0092804332746,11.6,2803432387.0
UMC,2023,10631.3167441564,,76.1953051028563,11.5,2809441887.0
UMC,2024,10961.8184459945,,,,2818128105.0
WLD,2015,10175.4094195078,9.7101478161379,71.9647545102466,31.8,7441826877.0
WLD,2016,10221.3659804648,9.84379259512955,72.1848945967683,30.8,7529066617.0
WLD,2017,10765.2662233504,9.72543081323153,72.3653447819616,30.0,7614748582.0
WLD,2018,11326.9339016063,9.64771036563452,72.6436120803356,29.5,7697492379.0
WLD,2019,11376.8233409998,9.7810805443502,72.8689103086688,28.9,7778303912.0
WLD,2020,10963.1756422364,10.8588447253121,72.1822239463873,28.5,7855075060.0
WLD,2021,12418.5659245064,10.3399925552483,71.2154841745704,28.1,7920861888.0
WLD,2022,12819.7448379733,9.88666161312111,72.9690157226638,28.0,7990399768.0
WLD,2023,13259.7098707258,,73.3297162833404,27.1,8064976601.0
WLD,2024,13663.9924550685,,,,8142056446.0
AFG,2015,565.569730408751,10.10534763,62.27,64.2,33831764.0
AFG,2016,522.082215583898,11.81859016,62.646,62.3,34700612.0
AFG,2017,525.469770891619,12.62081718,62.406,60.4,35688935.0
AFG,2018,491.337221382603,14.20841885,62.443,58.6,36743039.0
AFG,2019,496.6025042585,14.83131981,62.941,56.9,37856121.0
AFG,2020,510.787063366811,15.53361416,61.454,55.3,39068979.0
AFG,2021,356.496214115892,21.508461,60.417,53.6,40000412.0
AFG,2022,357.261152798144,23.0881691,65.617,52.0,40578842.0
AFG,2023,413.757894705303,,66.035,50.4,41454761.0
AFG,2024,,,,,42647492.0
ALB,2015,3981.72662261867,6.46411896,78.358,7.6,2880703.0
ALB,2016,4168.37544462548,6.7293272,78.643,7.6,2876101.0
ALB,2017,4614.0479692596,6.57848787,78.9,7.7,2873457.0
ALB,2018,5365.48880180298,6.66844559,79.238,7.8,2866376.0
ALB,2019,5460.4305086932,6.86214113,79.467,8.0,2854191.0
ALB,2020,5370.77749956875,7.50389433,77.824,8.1,2837849.0
ALB,2021,6413.28280828537,7.39913177,76.844,8.2,2811666.0
ALB,2022,6846.42669381643,6.19368076,78.769,8.3,2777689.0
ALB,2023,8575.17134637222,,79.602,8.3,2745972.0
ALB,2024,10011.6279856667,,,,2714617.0
DZA,2015,4685.05902729002,6.3343544,75.159,21.9,40019529.0
DZA,2016,4424.98529027556,6.00079727,75.31,21.6,40850721.0
DZA,2017,4554.66753957828,5.94846106,75.431,21.3,41689299.0
DZA,2018,4577.21029180491,5.93238592,75.555,21.0,42505035.0
DZA,2019,4468.45341883656,5.41731071,75.682,20.7,43294546.0
DZA,2020,3743.5419522929,5.63831711,73.257,20.4,44042091.0
DZA,2021,4160.55926736925,5.0110569,75.208,20.2,44761099.0
DZA,2022,4961.55257664733,3.6230433,76.129,20.0,45477389.0
DZA,2023,5364.02795022731,,76.261,19.7,46164219.0
DZA,2024,5631.17999109851,,,,46814308.0
ASM,2015,12727.4102651386,,72.654,,52878.0
ASM,2016,12843.3342903627,,72.64,,52245.0
ASM,2017,11863.6839452565,,72.801,,51586.0
ASM,2018,12552.0546868861,,72.794,,50908.0
ASM,2019,12886.1359517218,,72.751,,50209.0
ASM,2020,14489.2586563775,,72.672,,49761.0
ASM,2021,15236.1604875571,,72.708,,49225.0
ASM,2022,18017.4589383973,,72.752,,48342.0
ASM,2023,,,72.852,,47521.0
ASM,2024,,,,,46765.0
AND,2015,38654.9347203095,6.91586447,84.532,3.4,72174.0
AND,2016,40129.8192007698,6.90521765,84.489,3.2,72181.0
AND,2017,40672.9943348258,7.07142639,84.359,3.1,73763.0
AND,2018,42819.7745797624,7.37541723,84.242,2.9,75162.0
AND,2019,41257.8045846483,7.323246,84.098,2.8,76474.0
AND,2020,37361.0900666982,8.78673935,79.418,2.7,77380.0
AND,2021,42425.6996756291,8.33450699,82.331,2.7,78364.0
AND,2022,42414.0590092117,7.53678846,84.016,2.6,79705.0
AND,2023,46812.4484486309,7.92821121,84.041,2.5,80856.0
AND,2024,49303.6733899464,,,,81938.0
AGO,2015,3213.90261080059,2.60579467,61.042,51.1,28157798.0
AGO,2016,1807.95294072643,2.71314979,61.619,48.9,29183070.0
AGO,2017,2437.25971190821,2.79383755,62.122,47.0,30234839.0
AGO,2018,2538.59139143371,2.59482241,62.622,45.3,31297155.0
AGO,2019,2189.85571407618,2.47518778,63.051,43.8,32375632.0
AGO,2020,1449.92286669308,3.27488494,63.116,42.3,33451132.0
AGO,2021,1925.87466082167,3.09277129,62.958,40.9,34532429.0
AGO,2022,2929.69445467272,2.92737579,64.246,39.6,35635029.0
AGO,2023,2309.53413042773,,64.617,38.3,36749906.0
AGO,2024,2122.08368991872,,,,37885849.0
ATG,2015,16077.6340769406,5.27965546,76.892,8.6,89409.0
ATG,2016,16556.8551801588,5.12190151,76.968,8.4,89969.0
ATG,2017,16965.7288273816,4.87493944,77.03,8.3,90468.0
ATG,2018,18273.4270684912,4.85204983,77.132,8.2,90926.0
ATG,2019,18896.3721832248,4.40662289,77.168,8.0,91364.0
ATG,2020,15369.6082250401,5.72944784,77.161,7.8,91846.0
ATG,2021,17348.6006987182,4.99196768,77.197,7.7,92349.0
ATG,2022,20105.1989085164,5.7299943,77.483,7.5,92840.0
ATG,2023,21494.5474000727,,77.598,7.3,93316.0
ATG,2024,23725.7903725506,,,,93772.0
ARG,2015,13679.6264980954,10.22933674,76.6,10.0,43477012.0
ARG,2016,12699.9623137756,9.85558891,76.105,9.7,43900313.0
ARG,2017,14532.5009308511,10.23174763,76.543,9.4,44288894.0
ARG,2018,11752.7998922979,10.29146862,76.77,9.2,44654882.0
ARG,2019,9955.97478680428,10.1555109,76.847,8.9,44973465.0
ARG,2020,8535.59938004389,10.45030594,75.878,8.7,45191965.0
ARG,2021,10738.0179223384,10.03832245,73.948,8.5,45312281.0
ARG,2022,13935.6811110049,9.86305332,75.806,8.3,45407904.0
ARG,2023,14187.4827252965,,77.395,8.2,45538401.0
ARG,2024,13858.2039802008,,,,45696159.0
ARM,2015,3512.39350276709,10.11762714,74.8707317073171,12.8,3004600.0
ARM,2016,3524.42476874707,9.95194912,74.8682926829268,12.2,2992300.0
ARM,2017,3869.05373867752,10.36270332,75.2170731707317,11.7,2979400.0
ARM,2018,4196.00562301769,10.00543404,75.619512195122,11.2,2969000.0
ARM,2019,4597.22887399548,11.3798008,76.2219512195122,10.7,2962500.0
ARM,2020,4268.68093304583,12.24056244,73.3756097560976,10.2,2961500.0
ARM,2021,4685.17997128509,12.32268524,72.2780487804878,9.7,2962300.0
ARM,2022,6571.97445545099,9.96212864,74.7658536585366,9.3,2969200.0
ARM,2023,8125.27395754003,,77.4658536585366,8.9,2964300.0
ARM,2024,8500.60522486719,,,,3033500.0
ABW,2015,27458.2253310273,,75.405,,107906.0
ABW,2016,27441.5296617282,,75.54,,108727.0
ABW,2017,28440.051963759,,75.62,,108735.0
ABW,2018,30082.1276448186,,75.88,,108908.0
ABW,2019,31096.2050738676,,76.019,,109203.0
ABW,2020,22855.9323200761,,75.406,,108587.0
ABW,2021,27200.0610793969,,73.655,,107700.0
ABW,2022,30559.5335346581,,76.226,,107310.0
ABW,2023,33984.7906198041,,76.353,,107359.0
ABW,2024,,,,,107624.0
AUS,2015,56739.0265346593,10.17367649,82.4,3.3,23815995.0
AUS,2016,49888.0410842736,10.08972931,82.4487804878049,3.2,24190907.0
AUS,2017,53901.7145392154,10.11242294,82.5,3.2,24592588.0
AUS,2018,57196.4220783778,10.05163097,82.7487804878049,3.2,24963258.0
AUS,2019,54972.7017885437,10.21285057,82.9,3.2,25334826.0
AUS,2020,51791.540179984,10.66040134,83.2,3.2,25649248.0
AUS,2021,60607.7788605166,10.42525291,83.3,3.2,25685412.0
AUS,2022,64997.0136536475,9.92687893,83.2,3.2,26014399.0
AUS,2023,64835.9199754535,,83.0512195121951,3.1,26652777.0
AUS,2024,64407.484256932,,,,27204809.0
AUT,2015,43915.228020857,10.36746693,81.190243902439,3.1,8642699.0
AUT,2016,45061.4993920192,10.3522625,81.6414634146342,3.0,8736668.0
AUT,2017,47163.7425775142,10.38402557,81.6439024390244,3.0,8797566.0
AUT,2018,51194.0749841299,10.34885597,81.6926829268293,3.0,8840521.0
AUT,2019,49885.9947355204,10.48753643,81.8951219512195,2.9,8879920.0
AUT,2020,48716.4098900349,11.31641102,81.1926829268293,2.9,8916864.0
AUT,2021,53648.7190742245,12.15228558,81.190243902439,2.8,8955797.0
AUT,2022,52176.6649141178,11.15729332,81.2951219512195,2.7,9041851.0
AUT,2023,56033.573792065,10.87779903,81.5414634146342,2.6,9131761.0
AUT,2024,56833.1960472053,,,,9178482.0
AZE,2015,5500.50364628486,4.34131384,72.349,21.1,9649341.0
AZE,2016,3880.6852276838,4.42241955,72.568,19.8,9757812.0
AZE,2017,4147.1981423222,4.07396507,72.694,18.7,9854033.0
AZE,2018,4739.7943123408,3.83661342,73.016,17.6,9939771.0
AZE,2019,4805.75371765917,4.18188763,73.29,16.6,10024283.0
AZE,2020,4229.91064904503,5.84817696,70.312,15.6,10093121.0
AZE,2021,5408.04535175023,4.68526697,70.999,14.8,10137750.0
AZE,2022,7770.594223351,3.97840643,74.125,14.1,10141756.0
AZE,2023,7133.02838048328,,74.429,13.3,10153958.0
AZE,2024,7283.83562954872,,,,10202850.0
BHS,2015,30719.405417469,5.24419451,73.805,12.3,385346.0
BHS,2016,30616.5363157284,5.71206808,74.042,12.2,388055.0
BHS,2017,31875.4881749619,6.75126934,74.031,12.1,390485.0
BHS,2018,32642.3353203452,6.02687502,74.062,12.0,392717.0
BHS,2019,33640.3369861278,5.86800623,71.408,15.7,394675.0
BHS,2020,26178.7537607708,7.59303093,72.994,11.8,395863.0
BHS,2021,30367.8605757708,7.0057478,70.752,11.7,396373.0
BHS,2022,34957.1613279737,7.21692038,74.491,11.6,397538.0
BHS,2023,38231.774484278,,74.552,11.4,399440.0
BHS,2024,39455.4466548546,,,,401283.0
BHR,2015,23734.0551143019,4.97671938,80.338,6.3,1370322.0
BHR,2016,23800.001440631,4.86051178,80.407,6.3,1423726.0
BHR,2017,24784.7693514607,4.51235676,80.407,6.3,1501116.0
BHR,2018,26324.4066549559,4.12745667,80.412,6.4,1503091.0
BHR,2019,27259.7438599327,3.95980334,80.471,6.5,1483756.0
BHR,2020,24342.8444554718,4.7196188,78.683,6.6,1472204.0
BHR,2021,27147.8083882286,4.49223804,78.083,6.8,1504365.0
BHR,2022,30470.5219276023,3.83745313,80.992,7.0,1524693.0
BHR,2023,29290.1284215098,,81.284,7.2,1577059.0
BHR,2024,30048.2177718844,,,,1588670.0
BGD,2015,1224.38647668165,2.27217698,70.543,30.0,159383179.0
BGD,2016,1649.28380858601,2.38938212,71.075,28.6,160811932.0
BGD,2017,1811.08221668646,2.36720181,71.606,27.4,162186147.0
BGD,2018,1965.24372731467,2.31622243,72.122,26.3,163523103.0
BGD,2019,2129.79896954606,2.25762248,72.625,25.4,164913055.0
BGD,2020,2248.85078828233,2.27063942,71.421,24.9,166298024.0
BGD,2021,2482.84917843357,2.36551309,71.103,24.5,167658854.0
BGD,2022,2716.48592780431,2.39038587,74.265,24.4,169384897.0
BGD,2023,2551.01773827307,,74.672,24.4,171466990.0
BGD,2024,2593.41607390407,,,,173562364.0
BRB,2015,18954.2913724506,6.81827545,76.055,11.8,278990.0
BRB,2016,19065.8069800213,6.83311653,76.168,11.5,279598.0
BRB,2017,19692.7606711615,6.64785957,76.237,11.2,280171.0
BRB,2018,20055.915870771,6.43943882,76.378,10.9,280711.0
BRB,2019,20583.7265786414,6.12043858,76.495,10.5,281207.0
BRB,2020,18347.1109131055,7.27405739,76.647,10.2,281698.0
BRB,2021,18696.7858952957,7.93866014,76.58,9.9,282147.0
BRB,2022,22164.0260273876,6.29389191,75.676,9.6,282318.0
BRB,2023,23804.0249914995,,76.178,9.3,282336.0
BRB,2024,25365.7949424181,,,,282467.0
BLR,2015,5967.05595058777,6.06528044,73.6243902439025,3.1,9461076.0
BLR,2016,5039.77560949445,5.91054153,73.8268292682927,2.9,9469379.0
BLR,2017,5785.54491935194,5.75974846,74.1292682926829,2.8,9458989.0
BLR,2018,6360.037502312,5.52699471,74.1756097560976,2.6,9438785.0
BLR,2019,6837.77339645635,5.86133814,74.2268292682927,2.4,9419758.0
BLR,2020,6542.85579976768,6.40607214,72.1385609756098,2.2,9379952.0
BLR,2021,7489.71894713888,6.56549978,72.0714634146342,2.1,9302585.0
BLR,2022,7994.64806074889,6.65919876,74.1033658536585,2.0,9228071.0
BLR,2023,7896.75388295584,,74.1837804878049,1.9,9178298.0
BLR,2024,8316.64776291533,,,,9133712.0
BEL,2015,40893.804537772,10.79679203,80.9926829268293,3.4,11274196.0
BEL,2016,41854.5498296444,10.79323006,81.4390243902439,3.4,11331422.0
BEL,2017,44035.3239358548,10.80117512,81.4926829268293,3.4,11375158.0
BEL,2018,47487.2100392561,10.86121368,81.5951219512195,3.3,11427054.0
BEL,2019,46716.6227467964,10.75969219,81.9951219512195,3.3,11488980.0
BEL,2020,45906.2875805246,11.26481915,80.6951219512195,3.2,11538604.0
BEL,2021,51658.238294958,11.04724503,81.790243902439,3.2,11586195.0
BEL,2022,50822.2518538518,10.76192474,81.7487804878049,3.1,11680210.0
BEL,2023,54690.0942734964,,82.3975609756098,3.0,11787423.0
BEL,2024,55954.6106261018,,,,11876844.0
BLZ,2015,6154.49593498217,4.66880131,71.647,13.1,356333.0
BLZ,2016,6142.49873185177,4.78280401,71.843,12.6,364705.0
BLZ,2017,6072.58267640581,4.63350248,72.062,12.1,373202.0
BLZ,2018,6031.28139580144,4.76723623,72.322,11.7,380226.0
BLZ,2019,6190.04792278445,4.84424496,72.577,11.4,385829.0
BLZ,2020,5227.19363786168,5.35447645,71.58,11.1,390812.0
BLZ,2021,6122.61158580079,5.05842113,70.917,11.0,395346.0
BLZ,2022,7068.45478269722,4.23173904,72.19,10.9,402733.0
BLZ,2023,7459.99815132837,,73.566,10.8,411106.0
BLZ,2024,8429.67959707387,,,,417072.0
BEN,2015,1002.41886879614,2.72813416,59.123,57.0,11360681.0
BEN,2016,1010.5338961993,2.79549599,59.283,55.7,11697842.0
BEN,2017,1054.97408066814,2.66813827,59.528,54.4,12039780.0
BEN,2018,1151.7409703472,2.88632035,59.71,53.1,12383347.0
BEN,2019,1130.82135339795,2.50914454,59.888,51.8,12726755.0
BEN,2020,1200.19426631122,2.7123611,60.154,50.4,13070169.0
BEN,2021,1318.65158107487,2.58129549,59.61,49.1,13413417.0
BEN,2022,1266.42710981159,2.67981386,60.475,47.7,13759501.0
BEN,2023,1394.17784663045,,60.774,46.4,14111034.0
BEN,2024,1485.38018980894,,,,14462724.0
BMU,2015,104855.366822135,,80.338,,63464.0
BMU,2016,108747.356144305,,80.476,,63449.0
BMU,2017,112339.425587467,,80.686,,63578.0
BMU,2018,113204.82210838,,80.986,,63831.0
BMU,2019,115798.040775578,,81.251,,64107.0
BMU,2020,106976.546239632,,81.456,,64382.0
BMU,2021,112765.08167306,,81.745,,64648.0
BMU,2022,121613.939983629,,82.062,,64749.0
BMU,2023,132604.439086216,,82.309,,64698.0
BMU,2024,138934.958846463,,,,64636.0
BTN,2015,2954.04081911097,3.48926425,70.797,24.4,740618.0
BTN,2016,3152.30905106786,3.32710075,71.119,23.4,747866.0
BTN,2017,3435.28804735662,3.1345315,71.413,22.6,754335.0
BTN,2018,3400.20417245342,3.06896734,71.711,21.8,759759.0
BTN,2019,3576.87987100503,3.37511158,72.005,21.1,764824.0
BTN,2020,3191.66906999331,4.08451509,72.253,20.3,770006.0
BTN,2021,3570.61257980872,3.0729053,72.448,19.8,775442.0
BTN,2022,3711.32767981591,4.38545895,72.754,19.1,780914.0
BTN,2023,3839.4093039286,,72.975,18.5,786385.0
BTN,2024,,,,,791524.0
BOL,2015,2996.01289811344,6.55064964,67.205,27.1,11014705.0
BOL,2016,3035.87347732132,6.83333063,67.392,25.9,11180020.0
BOL,2017,3306.30301224425,6.4901948,67.536,24.8,11344587.0
BOL,2018,3500.72642189887,6.60399437,67.699,23.9,11508368.0
BOL,2019,3503.89601123129,6.88792992,67.82,23.0,11671386.0
BOL,2020,3099.94219053514,8.0225811,62.906,22.2,11816299.0
BOL,2021,3384.84486462654,8.159729,61.427,21.4,11937360.0
BOL,2022,3643.92826984604,8.43142891,67.434,20.7,12077154.0
BOL,2023,3686.27996442176,,68.581,20.0,12244159.0
